dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
"[ 0.0719735  -0.00668145  0.2293483  ...  0.15264913  0.13757499
  0.07391503]",[218.7027  209.02162 252.15135 ... 241.29189 237.42162 225.2054 ],[218.7027  209.02162 252.15135 ... 241.29189 237.42162 225.2054 ],[192.1531  182.86737 225.76053 ... 214.80794 211.4216  198.62306],[0.         0.02087882 0.         ... 0.         0.         0.        ],4,1,5,68
[0.31698543 0.19371788 0.04765429 ... 0.18609872 0.15613884 0.0869398 ],[264.59738 251.19917 230.90402 ... 249.13431 240.60275 226.4707 ],[268.5304  252.25415 231.76796 ... 250.25415 241.62984 227.53038],[240.26433 223.97554 203.92595 ... 222.62334 215.78532 201.50902],[0. 0. 0. ... 0. 0. 0.],4,1,5,69
[0.08397643 0.15952088 0.17552483 ... 0.08224232 0.         0.0805675 ],[211.5312  222.7431  248.8567  ... 215.18039 202.35548 207.76071],[238.3561  259.59512 272.62927 ... 248.85365 228.05367 236.17561],[212.71872 234.39182 247.16312 ... 224.91548 203.23132 212.98888],[0. 0. 0. ... 0. 0. 0.],4,1,5,70
[0.06584752 0.1007266  0.14507599 ... 0.14615028 0.15762249 0.23702028],[242.20253 253.66455 269.1709  ... 266.6962  269.10126 279.1962 ],[242.20253 253.66455 269.1709  ... 266.6962  269.10126 279.1962 ],[203.42578 215.6995  230.86385 ... 232.50114 232.82909 243.80641],[0. 0. 0. ... 0. 0. 0.],4,1,5,71
"[ 0.25817698  0.1172349   0.06639125 ... -0.10885122  0.18939719
  0.17257369]",[243.79494 232.00383 230.83243 ... 206.42336 242.24898 230.75298],[251.10138 238.04608 236.79263 ... 214.52534 253.70045 239.84332],[220.11972 205.93687 206.07755 ... 183.66222 223.01541 211.66411],[0.         0.         0.         ... 0.03759682 0.         0.        ],4,1,5,72
"[ 0.16643101 -0.09119566  0.05252079 ...  0.13856973  0.20688297
  0.05424253]",[226.6272  199.08061 219.83109 ... 236.14487 259.3958  230.16965],[246.01508 215.74371 247.42714 ... 263.77386 276.7789  246.58292],[230.73596 201.15446 232.2507  ... 249.03258 261.54385 231.36116],[0. 0. 0. ... 0. 0. 0.],4,1,5,73
"[ 0.30439544  0.20780922  0.         ... -0.04219142  0.05722286
  0.03279537]",[270.72513 261.9052  237.25119 ... 218.63982 233.99525 222.17061],[270.72513 261.9052  237.25119 ... 218.63982 233.99525 222.17061],[223.56076 217.00156 192.22116 ... 174.30019 190.24136 178.71724],[0. 0. 0. ... 0. 0. 0.],4,1,5,74
"[ 0.21919031  0.24422823  0.1628446  ... -0.03197991  0.10068943
  0.02003615]",[280.56277 292.10822 279.48917 ... 232.13853 253.03464 235.81818],[280.56277 292.10822 279.48917 ... 232.13853 253.03464 235.81818],[246.3522  257.46225 244.56805 ... 199.19962 219.44144 201.37303],[0. 0. 0. ... 0. 0. 0.],4,1,5,75
[0.18086274 0.39555785 0.08251581 ... 0.11283262 0.05104633 0.12125082],[247.52055 292.82193 245.8048  ... 255.49658 239.89726 237.59589],[247.52055 292.82193 245.8048  ... 255.49658 239.89726 237.59589],[218.53244 262.93872 215.41272 ... 226.45943 212.57245 208.69693],[0. 0. 0. ... 0. 0. 0.],4,1,5,76
"[ 0.27987674  0.03024947 -0.0326976  ...  0.07227238  0.12737375
  0.06021858]",[283.45325 245.28058 236.59712 ... 254.58994 262.68704 249.30215],[283.45325 245.28058 236.59712 ... 254.58994 262.68704 249.30215],[247.75954 211.11836 201.36154 ... 219.79112 228.2481  215.68503],[0. 0. 0. ... 0. 0. 0.],4,1,5,77
[0.04260138 0.30045357 0.32538214 ... 0.17798732 0.04357628 0.18328907],[167.62218 209.63144 229.10333 ... 201.96889 184.45117 199.65604],[214.67857 268.40714 276.83572 ... 253.33571 229.05714 253.04286],[182.57854 238.04982 243.49493 ... 223.60808 197.79422 221.33763],[0. 0. 0. ... 0. 0. 0.],4,1,5,78
"[ 0.23296463  0.          0.00706119 ... -0.00545286  0.1103216
  0.20446314]",[252.35185 218.6358  221.69136 ... 211.90123 230.4321  243.06172],[252.35185 218.6358  221.69136 ... 211.90123 230.4321  243.06172],[227.5357  194.01324 195.94643 ... 187.91292 205.82608 218.63687],[0.        0.        0.        ... 0.        0.0269703 0.       ],4,1,5,79
[0.29866824 0.13917631 0.5176912  ... 0.11370633 0.09337629 0.21188127],[286.38333 259.99445 328.53333 ... 260.7611  256.47778 273.24445],[286.38333 259.99445 328.53333 ... 260.7611  256.47778 273.24445],[259.5493  231.97179 301.4972  ... 235.56467 231.19157 248.37614],[0.         0.         0.03332054 ... 0.         0.02211299 0.        ],4,1,5,80
[0.11496679 0.         0.094834   ... 0.03644781 0.05115509 0.02917749],[240.10902 218.93329 241.85965 ... 221.25877 227.17256 217.84048],[259.85236 240.12752 261.41275 ... 242.6745  246.21477 234.98993],[227.23462 206.40704 227.12825 ... 211.76184 214.43558 203.53372],[0. 0. 0. ... 0. 0. 0.],4,1,5,81
[0.03008916 0.03213621 0.09752737 ... 0.06674524 0.00375874 0.11915319],[238.53586 239.76372 251.38397 ... 243.35864 231.22784 241.42194],[238.53586 239.76372 251.38397 ... 243.35864 231.22784 241.42194],[209.67648 210.74841 223.30656 ... 216.09216 202.65294 214.75209],[0.         0.         0.         ... 0.         0.01968213 0.        ],4,1,5,82
"[ 0.30317     0.04661647  0.09949695 ...  0.          0.01999011
 -0.00506418]",[259.4737  238.34654 253.56761 ... 226.5284  226.44096 220.85611],[290.73914 255.62318 274.5942  ... 242.9529  246.05072 240.50362],[253.75426 220.5915  235.11574 ... 209.16504 211.92513 205.9989 ],[0. 0. 0. ... 0. 0. 0.],4,1,5,83
"[ 0.15295495  0.13800476  0.054688   ...  0.03545323 -0.02876624
  0.088388  ]",[246.375   246.42084 236.3875  ... 235.48334 222.27083 235.90834],[246.375   246.42084 236.3875  ... 235.48334 222.27083 235.90834],[212.5548  213.23921 203.27634 ... 202.95241 191.05727 204.2756 ],[0. 0. 0. ... 0. 0. 0.],4,1,5,84
[0.14934292 0.1581588  0.24230821 ... 0.06529066 0.09249924 0.        ],[192.17697 209.06264 225.5648  ... 195.47395 201.95688 185.00143],[242.5342  250.72223 271.22223 ... 243.17094 246.20512 220.38461],[210.503   218.85298 235.60619 ... 210.30423 212.47517 187.34187],[0. 0. 0. ... 0. 0. 0.],4,1,5,85
[0.27470186 0.01207219 0.021629   ... 0.10579983 0.0215365  0.0767203 ],[249.51898 217.19409 220.29114 ... 241.66667 223.87764 226.02954],[249.51898 217.19409 220.29114 ... 241.66667 223.87764 226.02954],[224.78743 192.65538 194.65851 ... 215.99783 199.22255 200.66042],[0. 0. 0. ... 0. 0. 0.],4,1,5,86
"[ 0.13261834  0.2496792   0.05538912 ...  0.07952935 -0.02536105
  0.1714993 ]",[225.3681  248.44171 221.60736 ... 233.19019 211.25154 244.07976],[225.3681  248.44171 221.60736 ... 233.19019 211.25154 244.07976],[197.71478 221.08467 193.60356 ... 204.77469 183.60876 215.72548],[0. 0. 0. ... 0. 0. 0.],4,1,5,87
[0.00261987 0.10936071 0.0893448  ... 0.01673165 0.1067763  0.05369603],[212.8108  234.41441 237.2027  ... 216.67117 231.8018  211.54504],[212.8108  234.41441 237.2027  ... 216.67117 231.8018  211.54504],[187.80338 209.8884  213.04156 ... 192.77014 207.89833 187.8196 ],[0. 0. 0. ... 0. 0. 0.],4,1,5,88
"[ 0.3006255   0.01946718  0.06202415 ...  0.09312881 -0.01080001
  0.07885294]",[277.50943 235.95155 249.51552 ... 245.09834 226.0426  238.99655],[278.1942  236.57439 250.16942 ... 245.71074 226.66528 239.71074],[255.74406 213.719   228.22923 ... 224.15703 204.58109 217.17503],[0.         0.         0.01960121 ... 0.         0.         0.        ],4,1,5,89
"[-0.02233944  0.01933573 -0.0370263  ...  0.03545976  0.
 -0.03803504]","[-5.2964425e-01  2.9644269e-01 -6.6798419e-01 ...  3.1249011e+02
  3.0708694e+02  2.9683795e+02]","[-5.2964425e-01  2.9644269e-01 -6.6798419e-01 ...  3.1249011e+02
  3.0708694e+02  2.9683795e+02]","[ -0.44530752   0.38543248  -0.7380709  ... 266.11755    256.99283
 249.63744   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,0
"[-0.01683684 -0.00021866 -0.01448171 ... -0.004652    0.
  0.00301517]","[ -0.55871886  -0.32384342  -0.48042706 ... 287.03558    288.19928
 289.27048   ]","[ -0.55871886  -0.32384342  -0.48042706 ... 287.03558    288.19928
 289.27048   ]","[ -0.3592144   -0.29633304  -0.5094538  ... 192.96718    193.84819
 194.4088    ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,1
"[-0.02676301 -0.01326583  0.00883247 ...  0.06826129  0.13663588
  0.        ]",[nan nan nan ... nan nan nan],"[-4.6724892e-01 -3.5807860e-01  5.6768559e-02 ...  3.0819650e+02
  3.2575110e+02  2.9247162e+02]","[-5.2076399e-01 -2.5813127e-01  1.7186539e-01 ...  2.3561980e+02
  2.5244798e+02  2.2168137e+02]",[0.         0.         0.         ... 0.01653456 0.         0.        ],5,1,5,2
"[-0.01231361  0.01890933 -0.02897188 ...  0.04197443  0.08605652
 -0.01845299]","[-3.9354840e-01  2.3225807e-01 -7.6129031e-01 ...  2.8088388e+02
  2.8691614e+02  2.7004517e+02]","[-3.9354840e-01  2.3225807e-01 -7.6129031e-01 ...  2.8088388e+02
  2.8691614e+02  2.7004517e+02]","[ -0.23821506   0.3658136   -0.613957   ... 205.8201     216.92079
 196.75227   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,3
"[-1.1900062e-02 -1.9702522e-02 -1.2538054e-02 ... -4.7720065e-03
  1.8611157e-01 -4.0723229e-05]","[ -0.41006052  -0.5746388   -0.3951255  ... 285.0277     333.6912
 291.26868   ]","[ -0.43939394  -0.5050505   -0.41414142 ... 288.06564    336.601
 294.27777   ]","[ -0.28797612  -0.47679213  -0.3449084  ... 204.37093    248.87169
 205.47394   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,4
"[-0.03172878 -0.02915853 -0.03018596 ... -0.03208303 -0.21752867
 -0.12103231]","[ -0.6458333   -0.675       -0.68333334 ... 294.10416    252.73334
 274.53333   ]","[ -0.6458333   -0.675       -0.68333334 ... 294.10416    252.73334
 274.53333   ]","[ -0.64074767  -0.5888427   -0.60959107 ... 233.87633    191.19278
 214.93387   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,5
"[-0.0121999  -0.01406789 -0.01389767 ... -0.21509956  0.11420336
  0.06565647]","[ -0.36155793  -0.9063174   -0.46771315 ... 235.32675    310.8667
 293.96207   ]","[ -0.37391305  -0.59130436  -0.50869566 ... 265.56088    355.65652
 340.4913    ]","[-2.7588618e-01 -4.5630243e-01 -4.8547876e-01 ...  1.9850554e+02
  2.8932092e+02  2.7675040e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,6
"[-0.02160011  0.00724301  0.004994   ... -0.04322004 -0.07720133
  0.00893194]","[-5.6363636e-01 -4.5454544e-03  2.7727273e-01 ...  2.9685455e+02
  2.9049545e+02  3.0691364e+02]","[-5.6363636e-01 -4.5454544e-03  2.7727273e-01 ...  2.9685455e+02
  2.9049545e+02  3.0691364e+02]","[-3.9929381e-01  1.3389227e-01  9.2317708e-02 ...  2.0125453e+02
  1.9588232e+02  2.1216290e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,7
"[ 0.202453    0.         -0.02144043 ...  0.02772382 -0.03719405
 -0.09128553]","[ 4.0183177e+00 -1.6426846e-01 -4.6377555e-01 ...  2.7714737e+02
  2.6524689e+02  2.5509924e+02]","[ 4.0216451e+00 -1.2554112e-01 -4.5887446e-01 ...  2.9125540e+02
  2.7694806e+02  2.6521213e+02]","[ 3.7691350e+00 -6.0171504e-02 -4.7521687e-01 ...  2.2996083e+02
  2.1515144e+02  2.0454254e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,8
"[-0.0200137  -0.0321221  -0.00464857 ...  0.09833477  0.0066466
 -0.11547903]","[ -0.6026786   -0.80803573  -0.4419643  ... 300.23215    277.7902
 251.16072   ]","[ -0.6026786   -0.80803573  -0.4419643  ... 300.23215    277.7902
 251.16072   ]","[ -0.48650607  -0.71629286  -0.3120831  ... 241.74957    220.9393
 193.22069   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,9
"[-0.02407002 -0.00300334 -0.03797479 ... -0.07887062  0.10334519
 -0.00845868]","[ -0.5824223   -0.38414183  -0.8320071  ... 259.6297     294.19006
 259.33478   ]","[-6.4285713e-01 -1.6517857e-01 -9.0178573e-01 ...  2.8586606e+02
  3.3569644e+02  3.0336160e+02]","[-5.1773763e-01 -6.4600885e-02 -8.6453474e-01 ...  2.2274536e+02
  2.7059485e+02  2.4120284e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,10
"[-0.00277528 -0.00470064 -0.01695076 ... -0.14372918  0.07414673
 -0.11808099]","[-2.3863092e-01 -8.3348885e-02 -4.7709739e-01 ...  1.8271748e+02
  2.1461406e+02  1.8237735e+02]","[-1.09004736e-01 -2.03791469e-01 -4.17061597e-01 ...  2.83805695e+02
  3.35255920e+02  2.87270142e+02]","[-5.4983798e-02 -9.3129165e-02 -3.3582863e-01 ...  2.1422530e+02
  2.6800790e+02  2.1843556e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,11
"[-0.03198355 -0.0173241  -0.03258617 ...  0.02650023 -0.05970461
 -0.05789544]","[ -0.6318182   -0.45909092  -0.7818182  ... 292.84546    274.55908
 273.1409    ]","[ -0.6318182   -0.45909092  -0.7818182  ... 292.84546    274.55908
 273.1409    ]","[ -0.53841907  -0.4094789   -0.7759933  ... 228.33919    208.69643
 209.10867   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,12
"[-0.0127436   0.00268983 -0.0100513  ...  0.09358719 -0.14000438
  0.04201701]","[-3.3438551e-01 -2.0702332e-01 -2.1903081e-01 ...  3.2492960e+02
  2.7178729e+02  3.1155798e+02]","[-3.4156379e-01  4.1152262e-03 -2.0576131e-01 ...  3.3423868e+02
  2.7731686e+02  3.1727573e+02]","[-2.4812044e-01  5.2371550e-02 -1.9570081e-01 ...  2.8981644e+02
  2.3167236e+02  2.7621811e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,13
"[-0.01801479 -0.03463823 -0.03099467 ... -0.12049761 -0.0556002
 -0.09421808]","[ -0.33744857  -0.75308645  -0.74485594 ... 270.50616    285.55554
 276.20575   ]","[ -0.33744857  -0.75308645  -0.74485594 ... 270.50616    285.55554
 276.20575   ]","[ -0.34454024  -0.6624704   -0.6750422  ... 207.89742    223.35623
 213.93394   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,14
"[-0.01325375 -0.00626773 -0.02059695 ... -0.10272448 -0.05353122
  0.10623307]","[-2.0245399e-01 -1.0429448e-01 -4.2944786e-01 ...  2.4170552e+02
  2.5125768e+02  2.8874234e+02]","[-2.0245399e-01 -1.0429448e-01 -4.2944786e-01 ...  2.4170552e+02
  2.5125768e+02  2.8874234e+02]","[-2.0811348e-01 -9.8417327e-02 -3.6284009e-01 ...  1.9034354e+02
  2.0156697e+02  2.3742693e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,15
"[-0.01674204  0.         -0.01660801 ...  0.01975084  0.08308675
 -0.08399902]","[-4.1807911e-01 -1.4124294e-01 -4.1807911e-01 ...  2.7530508e+02
  2.8182486e+02  2.4958192e+02]","[-4.1807911e-01 -1.4124294e-01 -4.1807911e-01 ...  2.7530508e+02
  2.8182486e+02  2.4958192e+02]","[-2.8342018e-01 -3.7534792e-02 -3.8112298e-01 ...  2.0626617e+02
  2.1706062e+02  1.8296803e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,16
"[-0.02186139  0.07360878 -0.00596044 ... -0.03468621 -0.05403319
  0.06996801]","[-2.5891668e-01  1.0768838e+00 -5.1724873e-02 ...  2.3868895e+02
  2.3971179e+02  2.4822914e+02]","[-3.8938054e-01  1.1548673e+00 -2.6991150e-01 ...  2.6524338e+02
  2.6238495e+02  2.8883627e+02]","[ -0.35907397   1.2090262   -0.25700316 ... 220.13736    215.64423
 244.26318   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,17
"[-0.02368853 -0.01963895 -0.00847978 ... -0.02266549 -0.0645036
 -0.04524815]","[ -0.59310347  -0.51724136  -0.37931034 ... 255.95862    251.2
 252.21379   ]","[ -0.59310347  -0.51724136  -0.37931034 ... 255.95862    251.2
 252.21379   ]","[ -0.49911824  -0.41379347  -0.30858085 ... 199.47334    191.20808
 195.3136    ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,18
"[-0.03221959  0.06070773 -0.0556537  ...  0.18041433  0.04435341
  0.01631431]","[ -0.7676129    1.2400575    0.96900725 ... 217.65884    193.39973
 186.96707   ]","[ -0.49264705   0.9705882   -1.         ... 270.90442    242.11029
 237.51471   ]","[ -0.5329666   1.0042086  -0.9803985 ... 238.75658   210.10886
 204.19327  ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,19
"[-0.01180938 -0.02298972 -0.01057114 ...  0.05279397 -0.1050792
  0.05434964]","[ -0.41852927  -0.74458647  -0.5494511  ... 336.53506    287.6499
 332.92294   ]","[ -0.38271606  -0.7572017   -0.52674896 ... 339.96295    291.2181
 336.28394   ]","[-2.5864297e-01 -6.2605214e-01 -4.8853636e-01 ...  2.7149561e+02
  2.3059779e+02  2.6985767e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,20
"[-0.00085576 -0.00446957 -0.00245412 ...  0.         -0.00444883
 -0.01923262]","[-2.4565436e-01 -3.0764094e-01 -2.2715700e-01 ...  2.3208234e+02
  2.2727823e+02  2.2713002e+02]","[-3.0769232e-01 -2.7403846e-01 -2.6442307e-01 ...  2.7080289e+02
  2.6862018e+02  2.6657693e+02]","[-1.8359615e-01 -2.4807692e-01 -2.2738461e-01 ...  2.1936269e+02
  2.1827835e+02  2.1549898e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,21
"[-0.01529687 -0.00705362 -0.01737623 ...  0.0288296  -0.06461188
  0.0019359 ]","[ -0.41758242  -0.37362638  -0.53846157 ... 277.85715    261.23077
 272.33334   ]","[ -0.41758242  -0.37362638  -0.53846157 ... 277.85715    261.23077
 272.33334   ]","[ -0.28203803  -0.2895628   -0.48355955 ... 212.93594    191.88287
 206.8654    ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,22
"[-0.00785114  0.02851151 -0.01108778 ...  0.03883306  0.04656404
  0.08598325]","[-3.2121211e-01  2.9696971e-01 -2.3636363e-01 ...  3.0195758e+02
  2.9893332e+02  3.0900000e+02]","[-3.2121211e-01  2.9696971e-01 -2.3636363e-01 ...  3.0195758e+02
  2.9893332e+02  3.0900000e+02]","[-1.3157906e-01  4.7783118e-01 -1.8582267e-01 ...  2.1802615e+02
  2.1964542e+02  2.2790179e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,23
"[ 0.00906498 -0.06676821 -0.05270437 ... -0.10461893 -0.02234291
 -0.15465005]","[-3.9892918e-03 -1.2522528e+00 -1.1777618e+00 ...  1.8140767e+02
  1.8893224e+02  1.6901193e+02]","[  0.36805555  -1.4513888   -1.0625     ... 268.7986     285.1875
 258.06946   ]","[ 1.8330556e-01 -1.3501389e+00 -1.0657500e+00 ...  2.0802637e+02
  2.2701076e+02  1.9645595e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,24
"[-0.02801031 -0.0310502   0.         ...  0.10811153 -0.04105331
 -0.01147663]","[-4.8728815e-01 -5.5932206e-01 -1.8644068e-01 ...  3.0144492e+02
  2.6280508e+02  2.6848306e+02]","[-4.8728815e-01 -5.5932206e-01 -1.8644068e-01 ...  3.0144492e+02
  2.6280508e+02  2.6848306e+02]","[-5.2459633e-01 -6.0536510e-01 -1.3417958e-01 ...  2.7262936e+02
  2.3036220e+02  2.3803719e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,25
"[-0.03047994 -0.0131696   0.04965845 ...  0.12804246 -0.12668803
 -0.01947392]","[ -0.5527091  -0.3161407   0.9133713 ... 314.34918   255.31151
 278.8247   ]","[-5.9116024e-01 -2.9281768e-01  8.8950276e-01 ...  3.1644751e+02
  2.5850278e+02  2.8093372e+02]","[-5.6331617e-01 -2.4339445e-01  9.1776448e-01 ...  2.7127872e+02
  2.1089789e+02  2.3588715e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,26
"[-0.02560622 -0.01833827  0.         ... -0.0626286  -0.04326735
 -0.08770966]","[-9.1847189e-02 -1.8248774e-01 -1.6329934e-01 ...  1.7848041e+02
  1.9327069e+02  1.6869699e+02]","[-5.7368422e-01 -3.6842105e-01 -7.3684208e-02 ...  2.7945264e+02
  2.8355789e+02  2.7512106e+02]","[-5.4345441e-01 -4.2535129e-01 -1.1158656e-01 ...  2.2114577e+02
  2.2766144e+02  2.1503201e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,27
"[-0.01730045 -0.01825653 -0.01614099 ...  0.06100865 -0.0172337
  0.04997072]","[ -0.37050855  -0.5046296   -0.40324667 ... 278.17123    258.54276
 278.75385   ]","[ -0.4398148   -0.5046296   -0.41666666 ... 305.50464    290.8611
 300.83795   ]","[ -0.35043865  -0.36980507  -0.32695258 ... 235.48727    220.45415
 236.96036   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,28
"[-0.01952341 -0.02360024  0.19109109 ... -0.00467906  0.03281015
  0.00883127]","[ -0.43172476  -0.35601416   2.421352   ... 233.84729    244.48003
 239.7777    ]","[ -0.34246576  -0.4155251    2.7351599  ... 252.78539    261.8813
 258.64383   ]","[ -0.28056833  -0.33915588   2.7461445  ... 211.09511    219.50107
 214.91774   ]",[0.         0.01381049 0.         ... 0.         0.         0.        ],5,1,5,29
"[-0.00099183  0.05460738  0.01823451 ...  0.00900512 -0.00431126
 -0.1726882 ]","[-8.4831685e-02  8.7362927e-01  3.1761485e-01 ...  2.7779892e+02
  2.7580280e+02  2.4150153e+02]","[-7.20000e-02  8.92000e-01  3.48000e-01 ...  2.82348e+02  2.78160e+02
  2.43044e+02]","[-1.7338427e-02  9.5460659e-01  3.1876242e-01 ...  2.2680707e+02
  2.2368687e+02  1.8456851e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,30
"[-0.02518489 -0.02411359  0.         ...  0.18462788  0.09394431
  0.00093523]","[ -0.6185567   -0.7113402   -0.39175257 ... 306.61856    289.2165
 268.86084   ]","[ -0.6185567   -0.7113402   -0.39175257 ... 306.61856    289.2165
 268.86084   ]","[ -0.48035884  -0.6502212   -0.2967189  ... 237.58691    218.4601
 198.46516   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,31
"[ 0.06187362 -0.01669747 -0.02431361 ...  0.08114228 -0.09824774
  0.18725988]","[ 1.2155774e+00 -2.8036296e-01 -2.9155868e-01 ...  2.6332092e+02
  2.3318880e+02  2.8482901e+02]","[ 1.1308411e+00 -2.7570093e-01 -5.5140185e-01 ...  3.1437851e+02
  2.7542990e+02  3.4151868e+02]","[  1.2076985   -0.3259144   -0.48427975 ... 259.94263    217.66902
 284.29324   ]",[0.         0.         0.         ... 0.         0.02984208 0.        ],5,1,5,32
"[-0.02461753 -0.01250151 -0.02790182 ... -0.01366604 -0.03541841
  0.1218662 ]","[-5.9009010e-01 -2.1621622e-01 -5.0450450e-01 ...  2.8542343e+02
  2.8078378e+02  3.1122522e+02]","[-5.9009010e-01 -2.1621622e-01 -5.0450450e-01 ...  2.8542343e+02
  2.8078378e+02  3.1122522e+02]","[-4.4151866e-01 -2.2421622e-01 -5.0042289e-01 ...  2.1915910e+02
  2.1251945e+02  2.4562326e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,33
"[-0.00474478 -0.03014211  0.01977319 ...  0.         -0.12858663
  0.06619983]","[-3.6929461e-01 -4.8117679e-01  1.8243080e-01 ...  1.9734865e+02
  1.7902983e+02  2.2755733e+02]","[-1.7748918e-01 -5.5844158e-01  4.2857143e-01 ...  2.9823376e+02
  2.6739825e+02  3.1744589e+02]","[-9.4874099e-02 -6.0270506e-01  3.9537382e-01 ...  2.4545244e+02
  2.1493405e+02  2.6322568e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,34
"[-0.02865094 -0.00900479  0.00679135 ...  0.          0.08031115
  0.        ]","[-7.5882351e-01 -3.7647060e-01 -1.7647060e-02 ...  2.8017648e+02
  2.9191763e+02  2.7993530e+02]","[-7.5882351e-01 -3.7647060e-01 -1.7647060e-02 ...  2.8017648e+02
  2.9191763e+02  2.7993530e+02]","[-5.9819537e-01 -1.8800870e-01  4.3544628e-02 ...  2.0278088e+02
  2.1983002e+02  2.0480656e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,35
"[-0.02307132 -0.01644721 -0.01390661 ...  0.01624163 -0.07876105
 -0.06314671]","[ -0.47594106  -0.40965566  -0.32259357 ... 227.88582    209.38321
 228.41617   ]","[ -0.43362832  -0.47345132  -0.34955752 ... 278.93362    253.23009
 265.22568   ]","[ -0.45398346  -0.44646534  -0.53429586 ... 224.79774    201.3123
 208.84624   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,36
"[-0.03196853 -0.04740308 -0.01312376 ...  0.          0.04297601
 -0.14894952]","[-7.7706677e-01 -1.2008771e+00 -2.8065902e-01 ...  3.0197891e+02
  3.1351846e+02  2.6267502e+02]","[-8.0275232e-01 -1.1330276e+00 -2.9816514e-01 ...  3.0473395e+02
  3.1616055e+02  2.6540826e+02]","[ -0.7085766   -1.0506806   -0.29088587 ... 243.85255    254.78212
 205.97203   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,37
"[-0.05558403 -0.0347643  -0.00442161 ... -0.00867406 -0.02751844
 -0.00224558]","[-9.90547061e-01 -5.12941420e-01  1.16437376e-01 ...  2.29015640e+02
  2.27611710e+02  2.31540558e+02]","[-8.6144578e-01 -5.9036142e-01 -5.4216869e-02 ...  2.5472289e+02
  2.5127109e+02  2.5716867e+02]","[-8.3001721e-01 -5.1912338e-01 -6.6026390e-02 ...  2.0562936e+02
  2.0157451e+02  2.0628278e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,38
"[-0.03014643 -0.02168091 -0.01180472 ...  0.09711885 -0.0029505
  0.0029505 ]","[ -0.6510067   -0.48322147  -0.590604   ... 309.4698     286.73154
 289.92618   ]","[ -0.6510067   -0.48322147  -0.590604   ... 309.4698     286.73154
 289.92618   ]","[ -0.54590166  -0.3926052   -0.5304387  ... 250.62177    227.71602
 228.39108   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,39
"[-0.03349257 -0.00406875 -0.02120536 ...  0.01618371 -0.14291817
  0.        ]","[-4.33330119e-01 -1.24126546e-01 -1.72652856e-01 ...  2.24086456e+02
  1.83318146e+02  2.12816513e+02]","[-6.0732985e-01 -1.4659686e-01 -4.0314135e-01 ...  2.8539267e+02
  2.4483769e+02  2.7483246e+02]","[-6.7403686e-01 -8.1883378e-02 -4.2675719e-01 ...  2.3361345e+02
  1.9214191e+02  2.2415445e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,40
"[-0.03030203  0.00555825 -0.03633963 ... -0.14374198  0.03264678
  0.09964865]","[-6.65000e-01  4.50000e-02 -7.85000e-01 ...  2.68960e+02  3.07565e+02
  3.23515e+02]","[-6.65000e-01  4.50000e-02 -7.85000e-01 ...  2.68960e+02  3.07565e+02
  3.23515e+02]","[-5.9200412e-01  1.0859023e-01 -7.0995945e-01 ...  1.9860057e+02
  2.3844324e+02  2.5357761e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,41
