dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
"[ 0.21963629 -0.05288829  0.18816534 ...  0.07708346  0.20617619
  0.25372085]",[266.7742  226.96416 286.03943 ... 244.42294 268.10037 273.87454],[266.7742  226.96416 286.03943 ... 244.42294 268.10037 273.87454],[239.47818 198.51505 256.90445 ... 218.07098 240.94432 246.95909],[0.         0.         0.         ... 0.         0.03189505 0.        ],2,1,5,48
[0.11957885 0.05771726 0.0868774  ... 0.09490074 0.12500082 0.1741265 ],[241.81482 245.42284 256.36728 ... 254.75    249.23148 247.55556],[241.81482 245.42284 256.36728 ... 254.75    249.23148 247.55556],[189.78578 194.28984 204.05815 ... 204.71165 200.6985  198.54152],[0. 0. 0. ... 0. 0. 0.],2,1,5,49
[0.02750129 0.07556432 0.3059224  ... 0.12928985 0.26867253 0.20978346],[211.51675 234.19884 270.80313 ... 229.35864 248.76825 227.51688],[271.01248 288.8753  337.00998 ... 278.27432 310.22195 282.99503],[230.35484 248.10054 298.64777 ... 242.40825 271.55185 245.41612],[0.         0.02201013 0.         ... 0.04332668 0.         0.        ],2,1,5,50
[0.11430796 0.00438417 0.03228049 ... 0.02943639 0.         0.18841533],[256.36023 243.82245 257.41687 ... 248.94737 240.36293 267.745  ],[260.33084 247.09775 259.4624  ... 251.0564  242.9361  270.5639 ],[204.05727 191.66162 200.98363 ... 194.67819 187.97328 217.34631],[0.         0.         0.         ... 0.         0.02527946 0.        ],2,1,5,51
[0.20894827 0.07002664 0.09689195 ... 0.09239507 0.23794723 0.21767811],[281.65433 262.20987 272.3786  ... 264.50616 281.76132 264.34567],[281.65433 262.20987 272.3786  ... 264.50616 281.76132 264.34567],[249.3979  229.56711 235.82689 ... 231.14676 247.20114 231.42828],[0.         0.         0.05266678 ... 0.03586443 0.         0.        ],2,1,5,52
"[ 0.2222091   0.10822251  0.2156374  ...  0.05176035 -0.01342843
  0.05431429]",[267.63824 240.37567 270.35104 ... 228.10446 208.61592 230.73438],[322.53333 301.32593 332.05185 ... 281.12222 260.82224 274.24814],[261.1127  240.7947  265.19882 ... 223.17656 205.56848 213.56377],[0. 0. 0. ... 0. 0. 0.],2,1,5,53
[0.         0.17039877 0.233171   ... 0.20913123 0.01245204 0.12590976],[249.78891 284.80505 299.0145  ... 279.128   238.39186 246.94855],[250.74626 285.83582 300.18906 ... 280.08954 239.35822 247.87563],[207.3237  243.68811 256.7938  ... 238.24144 198.66843 207.5181 ],[0.         0.         0.02742144 ... 0.         0.         0.        ],2,1,5,54
[0.25348124 0.04964832 0.308403   ... 0.11821967 0.         0.01552575],[269.89407 235.91525 285.54236 ... 256.39407 229.86864 222.5805 ],[269.89407 235.91525 285.54236 ... 256.39407 229.86864 222.5805 ],[235.13284 203.87085 250.93384 ... 224.05754 198.97397 190.89919],[0. 0. 0. ... 0. 0. 0.],2,1,5,55
[0.17066516 0.09690466 0.15100098 ... 0.12239994 0.2167779  0.14009789],[273.39798 267.1209  282.6121  ... 281.8942  277.8111  262.3476 ],[273.39798 267.1209  282.6121  ... 281.8942  277.8111  262.3476 ],[222.62096 217.04132 232.17085 ... 234.19586 230.06255 212.96635],[0.         0.         0.         ... 0.03802608 0.         0.        ],2,1,5,56
[0.13724282 0.06445986 0.08627303 ... 0.15133256 0.00787804 0.10478974],[213.24788 217.50452 230.88133 ... 244.37582 213.15422 214.9184 ],[248.19577 250.12962 266.66666 ... 270.83862 240.16402 246.85449],[218.0687  221.1666  237.43954 ... 243.39316 213.41875 220.6957 ],[0. 0. 0. ... 0. 0. 0.],2,1,5,57
[0.5000541  0.17430988 0.0281107  ... 0.02785067 0.09015475 0.23671225],[345.03705 280.76666 275.50742 ... 249.1037  255.67778 273.75186],[345.03705 280.76666 275.50742 ... 249.1037  255.67778 273.75186],[307.0675  245.2579  237.33792 ... 215.32034 221.53279 236.32874],[0.         0.         0.         ... 0.         0.03897588 0.        ],2,1,5,58
[0.26640448 0.05048741 0.2731056  ... 0.05372966 0.20197994 0.06103442],[281.73022 249.37674 294.29767 ... 241.11627 267.47906 231.31628],[281.73022 249.37674 294.29767 ... 241.11627 267.47906 231.31628],[248.07518 217.10103 257.70352 ... 207.98306 234.7334  197.60294],[0. 0. 0. ... 0. 0. 0.],2,1,5,59
"[ 0.1168707  -0.01988488  0.14318424 ...  0.06567375  0.26791847
  0.07968484]",[225.82457 203.45374 239.5489  ... 206.22514 242.40527 213.8918 ],[259.12833 238.17699 280.00885 ... 250.66371 289.43805 248.14159],[235.20572 213.58218 255.11646 ... 228.04672 265.56784 224.96379],[0.         0.         0.         ... 0.03618829 0.         0.        ],2,1,5,60
[0.05175439 0.24009411 0.15256912 ... 0.03003968 0.00996851 0.        ],[241.33678 286.29886 276.49722 ... 253.33693 247.4696  231.75052],[245.42223 293.4     281.47223 ... 257.1889  251.47778 235.55   ],[218.81198 266.88028 252.26015 ... 229.61264 225.16507 210.67632],[0. 0. 0. ... 0. 0. 0.],2,1,5,61
[0.19964671 0.         0.23477839 ... 0.27315697 0.01847471 0.13186994],[205.17223 196.67392 229.70224 ... 253.06917 208.08789 213.66502],[254.57205 241.56769 290.27512 ... 303.77292 249.89957 262.1834 ],[231.24327 217.25195 267.20667 ... 280.9782  227.78455 240.49443],[0.        0.0304897 0.        ... 0.        0.        0.       ],2,1,5,62
[0.14779644 0.10921157 0.11297058 ... 0.11230122 0.03208069 0.13547258],[259.7853  264.24902 264.75342 ... 243.65817 220.36537 233.14212],[292.648 292.312 295.06  ... 269.712 247.148 255.68 ],[256.0629  252.18887 254.4427  ... 232.72392 212.6181  219.23305],[0.         0.02158949 0.         ... 0.         0.         0.        ],2,1,5,63
[0.19321471 0.1342457  0.         ... 0.01872315 0.37919664 0.29807878],[264.0239  261.92828 243.64542 ... 242.01593 286.92828 264.63345],[264.0239  261.92828 243.64542 ... 242.01593 286.92828 264.63345],[216.71999 214.54747 192.18611 ... 193.57434 238.15318 217.24046],[0.         0.         0.         ... 0.05595822 0.         0.        ],2,1,5,64
[0.         0.09676252 0.11465459 ... 0.08204357 0.10923184 0.13513334],[254.19392 279.62207 294.42145 ... 256.82025 257.521   251.92091],[274.86725 300.29498 311.9823  ... 273.58408 275.9233  271.40118],[210.31198 236.9896  242.10945 ... 214.61516 217.29785 215.74422],[0. 0. 0. ... 0. 0. 0.],2,1,5,65
[0.36673418 0.5475149  0.5531598  ... 0.05513339 0.07002032 0.02305732],[321.39117 358.0221  358.9779  ... 247.23975 247.17665 233.57098],[321.39117 358.0221  358.9779  ... 247.23975 247.17665 233.57098],[277.22864 314.5175  315.66904 ... 205.02644 204.70346 191.06187],[0.03490079 0.         0.         ... 0.         0.         0.        ],2,1,5,66
[0.15186039 0.00120173 0.20402375 ... 0.01779039 0.08504325 0.20901492],[187.91017 168.34773 214.41904 ... 184.66635 191.25311 187.35165],[256.05444 238.27507 285.52148 ... 257.745   267.0573  275.32666],[228.86713 212.68555 257.1322  ... 230.98895 241.30653 249.7598 ],[0.         0.         0.         ... 0.         0.03124913 0.        ],2,1,5,67
[0.28247193 0.09193346 0.19835737 ... 0.08007117 0.         0.04733527],[274.43658 246.43404 266.26645 ... 242.73233 227.12427 227.56398],[283.97305 251.49402 274.22754 ... 248.74251 231.88324 232.44012],[226.86223 198.70314 217.60837 ... 197.42204 178.57188 178.91287],[0. 0. 0. ... 0. 0. 0.],2,1,5,68
[0.33586323 0.23362115 0.18724933 ... 0.14929935 0.0484811  0.27952972],[241.70438 234.28223 231.99776 ... 208.40253 191.91986 219.2336 ],[293.35577 277.1875  273.3654  ... 254.51923 228.5     259.4904 ],[249.95361 237.31169 231.8911  ... 215.42615 189.05693 219.68173],[0. 0. 0. ... 0. 0. 0.],2,1,5,69
"[ 0.13140559  0.09533664  0.23796299 ... -0.00457712  0.0640539
  0.00848777]",[219.96533 221.442   256.60992 ... 192.71394 202.23851 196.29942],[264.49075 265.53394 304.31482 ... 239.75    249.97531 238.20987],[216.81366 220.74585 258.17297 ... 194.80301 205.02446 192.74692],[0. 0. 0. ... 0. 0. 0.],2,1,5,70
[0.2951953  0.05346839 0.18425196 ... 0.11245784 0.0058329  0.13177216],[266.08505 238.09854 261.08093 ... 235.59258 221.58855 235.84148],[301.61765 262.76837 294.10294 ... 261.18015 239.89706 258.25735],[273.35056 233.43329 264.4253  ... 234.46576 211.98328 231.93723],[0. 0. 0. ... 0. 0. 0.],2,1,5,71
"[ 0.18187526  0.0359669   0.13199635 ... -0.02648193  0.11660041
  0.20274207]",[257.79666 260.02872 279.91867 ... 228.6244  250.82776 256.26315],[257.79666 260.02872 279.91867 ... 228.6244  250.82776 256.26315],[213.39711 214.57455 234.72128 ... 185.59947 206.21797 211.94504],[0.         0.         0.         ... 0.         0.02923688 0.        ],2,1,5,72
[0.10998623 0.19287659 0.18816654 ... 0.1579139  0.224888   0.17150235],[237.17148 259.553   263.70456 ... 251.89276 254.40395 235.01126],[270.78317 287.03983 292.70798 ... 280.65488 285.18143 266.3053 ],[237.61171 259.54547 262.396   ... 253.58614 254.58183 237.65556],[0.         0.         0.         ... 0.03844388 0.         0.        ],2,1,5,73
[0.2388162  0.16599406 0.06660994 ... 0.03699723 0.         0.26680592],[250.92876 250.35005 231.43031 ... 206.5556  196.98067 227.23038],[290.375   298.8     281.61563 ... 259.90936 244.06876 267.99063],[259.7258  268.2392  250.65907 ... 230.4289  215.85493 239.52061],[0.         0.         0.         ... 0.         0.03552582 0.        ],2,1,5,74
[0.         0.13226701 0.10043915 ... 0.09305324 0.01851484 0.12691905],[269.342   289.839   306.95193 ... 272.29712 248.13957 266.20697],[279.0201  306.11057 317.6985  ... 282.7789  259.58795 277.39697],[227.14635 259.56308 261.97894 ... 234.7069  215.21506 229.705  ],[0. 0. 0. ... 0. 0. 0.],2,1,5,75
[0.10267689 0.03258646 0.08900815 ... 0.1695791  0.04060598 0.07106723],[225.48656 214.10349 232.01508 ... 240.33994 216.3401  214.31912],[235.38202 224.17978 241.38763 ... 253.20787 226.84831 226.42697],[204.2086  194.6317  210.59288 ... 222.67592 196.57397 196.66985],[0. 0. 0. ... 0. 0. 0.],2,1,5,76
[0.15940456 0.08556874 0.0803124  ... 0.08799358 0.121503   0.04380856],[258.0055  249.96703 248.0055  ... 254.68132 260.40384 237.65384],[258.0055  249.96703 248.0055  ... 254.68132 260.40384 237.65384],[234.38837 225.90164 225.60205 ... 232.06087 237.85579 214.61893],[0. 0. 0. ... 0. 0. 0.],2,1,5,77
[0.2238542  0.11083524 0.06679959 ... 0.16488196 0.2021634  0.09101889],[235.593   251.88953 252.80301 ... 263.3719  262.30884 231.89136],[271.69766 285.9023  285.2093  ... 287.9721  294.28372 270.16278],[219.03592 233.30232 228.10986 ... 235.63849 242.42863 219.89163],[0.         0.         0.02029489 ... 0.         0.         0.        ],2,1,5,78
"[ 0.25164017  0.          0.11262311 ...  0.05382473 -0.00532313
  0.06383663]",[249.2104  218.01883 250.42447 ... 231.37352 211.60213 226.35457],[289.64453 251.74086 282.37543 ... 262.72757 242.2824  253.80731],[261.7634  224.7382  254.13995 ... 235.19429 214.12479 224.93192],[0. 0. 0. ... 0. 0. 0.],2,1,5,79
[0.09452859 0.34579527 0.19676396 ... 0.10226048 0.00290165 0.11552108],[230.30078 285.92188 260.77734 ... 241.82422 222.66797 238.9961 ],[230.30078 285.92188 260.77734 ... 241.82422 222.66797 238.9961 ],[203.7326  258.66953 232.62544 ... 215.18877 196.57695 213.06772],[0. 0. 0. ... 0. 0. 0.],2,1,5,80
[0.23175818 0.09011812 0.11430044 ... 0.03029015 0.         0.25116426],[219.19925 212.27457 212.10965 ... 196.37123 186.25833 220.39854],[272.38513 261.8446  269.33447 ... 242.75    234.86148 268.4189 ],[226.26437 215.87642 222.56026 ... 201.0259  192.49695 225.43733],[0.         0.         0.         ... 0.         0.03949205 0.        ],2,1,5,81
"[ 0.21826483 -0.02074092  0.22755407 ...  0.14705934  0.04646409
  0.14757149]",[261.59628 226.12962 283.22223 ... 261.06296 232.75926 243.57777],[261.59628 226.12962 283.22223 ... 261.06296 232.75926 243.57777],[220.84512 184.18005 238.03632 ... 219.48189 191.18062 203.10919],[0.         0.01948778 0.         ... 0.         0.         0.        ],2,1,5,82
[0.11757098 0.11219615 0.         ... 0.05192821 0.10992387 0.05262921],[251.8988  258.7882  244.13544 ... 238.13974 242.89503 226.54037],[263.119   273.83286 256.06232 ... 248.98584 255.06232 236.62323],[228.67792 237.68753 218.48102 ... 215.09189 222.20985 203.48741],[0. 0. 0. ... 0. 0. 0.],2,1,5,83
"[ 0.26330653 -0.05358737  0.13366713 ...  0.          0.10828912
  0.13331445]",[256.2227  213.59663 249.42436 ... 226.39076 232.69328 226.29411],[256.2227  213.59663 249.42436 ... 226.39076 232.69328 226.29411],[219.24187 177.55609 211.87413 ... 190.90059 197.61288 190.9826 ],[0.         0.         0.         ... 0.02476971 0.         0.        ],2,1,5,84
[0.27141932 0.09764695 0.04658766 ... 0.08314189 0.06611647 0.2015022 ],[247.21938 216.87898 219.71945 ... 216.12138 206.83098 215.75127],[282.52765 258.6936  256.6681  ... 251.71063 240.61702 250.06808],[254.81253 232.82857 230.34792 ... 225.73853 215.30864 225.08849],[0.        0.        0.        ... 0.        0.0244655 0.       ],2,1,5,85
[0.4811548  0.27244425 0.56843233 ... 0.24371378 0.2807934  0.1660807 ],[347.03653 306.60178 357.71222 ... 299.9261  299.98166 250.26309],[372.74445 335.35184 392.67407 ... 318.85925 316.13333 265.99258],[328.56497 289.52414 348.33087 ... 276.4857  275.09494 226.50063],[0. 0. 0. ... 0. 0. 0.],2,1,5,86
[0.18480785 0.04875204 0.02313521 ... 0.04653819 0.23519456 0.22370414],[295.9205  265.6227  269.26422 ... 253.5603  283.6314  268.2655 ],[298.89883 274.79767 273.4747  ... 260.70816 286.99222 271.50195],[259.6077  236.76942 233.91791 ... 221.54259 249.75275 234.27269],[0.         0.         0.         ... 0.02626453 0.         0.        ],2,1,5,87
[0.30076542 0.16126485 0.29849696 ... 0.17641    0.05155478 0.25906515],[306.51764 287.72888 314.41974 ... 269.35605 248.22049 282.34534],[312.69116 295.35294 327.85663 ... 277.66544 252.90442 287.27206],[263.8286  248.58763 275.16562 ... 234.80936 210.15231 240.37218],[0. 0. 0. ... 0. 0. 0.],2,1,5,88
[0.02854617 0.02944899 0.00102997 ... 0.3446096  0.22882247 0.12334204],[230.13246 237.7494  230.01547 ... 284.31357 254.0484  224.7354 ],[264.0162  269.65588 263.86234 ... 323.7328  290.7166  263.6842 ],[238.23027 244.16833 238.90517 ... 298.99783 264.74704 238.14417],[0. 0. 0. ... 0. 0. 0.],2,1,5,89
[0.21821775 0.180357   0.16420105 ... 0.08621877 0.04897415 0.09507508],[249.06523 261.96106 275.38947 ... 259.49237 239.74727 236.49863],[263.04706 271.85098 285.28235 ... 269.6196  254.93333 254.19215],[217.15916 228.66609 239.0545  ... 227.762   211.92897 213.25212],[0. 0. 0. ... 0. 0. 0.],2,1,5,90
[0.05987596 0.13907582 0.02513668 ... 0.15591744 0.         0.22037321],[228.34236 240.03464 226.29572 ... 244.53548 204.55472 234.44266],[238.91946 254.18791 237.02014 ... 251.68457 217.81879 249.28188],[206.26712 221.18095 202.73878 ... 221.1395  185.81898 216.66284],[0. 0. 0. ... 0. 0. 0.],2,1,5,91
"[ 0.1385756   0.22000663  0.10298523 ... -0.02775304  0.07501764
  0.07213422]",[193.94733 226.88708 211.11858 ... 198.48755 198.71843 197.56174],[230.30367 265.8691  248.88481 ... 226.02094 239.82722 229.81152],[200.44882 237.90027 220.01715 ... 198.42798 212.97287 203.13887],[0. 0. 0. ... 0. 0. 0.],2,1,5,92
[0.         0.         0.03133668 ... 0.24771635 0.28223777 0.2912807 ],[202.53377 221.70454 232.68271 ... 255.96571 242.87544 236.17389],[229.75555 249.46666 259.65778 ... 278.40445 270.      259.94223],[206.25728 228.0133  237.62538 ... 257.27252 249.2353  239.1511 ],[0. 0. 0. ... 0. 0. 0.],2,1,5,93
"[ 0.36094785  0.10395204  0.09925114 ... -0.06119773  0.05436667
  0.16115665]",[265.44928 239.86182 249.37166 ... 229.07376 246.35522 253.71788],[285.47806 256.32196 261.0683  ... 240.41951 258.0878  271.73657],[259.65622 228.81992 231.52554 ... 212.5871  232.32703 242.36844],[0.         0.         0.         ... 0.         0.02740107 0.        ],2,1,5,94
[0.30802062 0.2317399  0.21783026 ... 0.1338493  0.02050607 0.22533262],[295.81778 290.17776 294.80444 ... 267.2489  243.15111 277.22665],[295.81778 290.17776 294.80444 ... 267.2489  243.15111 277.22665],[269.88214 262.3846  267.35532 ... 241.4528  218.73476 253.22392],[0.         0.         0.         ... 0.         0.02143583 0.        ],2,1,5,95
"[ 0.03285056  0.21404     0.1950035  ... -0.00942635  0.05398883
  0.13865188]",[225.95001 255.98352 248.36787 ... 207.6422  216.97162 205.28487],[269.29495 309.8741  309.77338 ... 251.25899 259.20505 255.61511],[244.86725 285.22137 281.5149  ... 224.16498 234.77232 230.49806],[0. 0. 0. ... 0. 0. 0.],2,1,5,96
[0.7562628  0.6474824  0.87224644 ... 0.38442943 0.46757331 0.455534  ],[384.0387  376.21112 413.80923 ... 326.50018 336.98184 328.03125],[394.492 380.36  428.036 ... 329.22  340.928 332.076],[345.52628 331.3018  374.35922 ... 282.69724 294.94147 285.1274 ],[0.         0.         0.05612945 ... 0.02894799 0.         0.        ],2,1,5,97
[0.15967955 0.14299959 0.25117162 ... 0.23282248 0.         0.20688123],[254.24815 259.94446 283.47778 ... 277.24814 226.57408 262.15927],[254.24815 259.94446 283.47778 ... 277.24814 226.57408 262.15927],[225.48022 230.27348 256.50574 ... 249.91315 198.16023 234.43153],[0. 0. 0. ... 0. 0. 0.],2,1,5,98
[0.3973298  0.08503214 0.17821024 ... 0.16779137 0.0221764  0.29513493],[290.93274 234.83406 271.3957  ... 257.99277 227.82187 268.78174],[293.26056 241.43661 273.92606 ... 261.20422 232.59155 272.80634],[272.24744 221.14703 252.54092 ... 240.28221 211.57565 251.83282],[0.         0.         0.         ... 0.         0.03195399 0.        ],2,1,5,99
[0.14500989 0.03567967 0.08390987 ... 0.17730327 0.23328856 0.18696795],[229.54552 237.84041 245.97932 ... 231.8161  238.25363 239.55634],[247.72864 254.22614 264.38693 ... 259.4975  266.64322 256.14572],[221.8447  227.67224 237.4778  ... 234.03845 240.85446 230.41208],[0. 0. 0. ... 0. 0. 0.],2,1,5,100
[0.08680882 0.03432252 0.12183917 ... 0.086822   0.10713116 0.36252463],[259.24817 246.10916 270.26016 ... 232.76385 234.06165 272.64615],[264.3158  254.74387 274.38947 ... 236.98947 238.2807  278.52982],[214.44798 206.77658 223.3963  ... 190.81392 193.19252 231.84438],[0.         0.         0.         ... 0.         0.04668454 0.        ],2,1,5,101
[0.1113617  0.08687085 0.1197238  ... 0.10283495 0.14285934 0.14793111],[244.1086  236.0585  250.29399 ... 240.54108 237.90855 235.96642],[249.99619 243.91222 256.25574 ... 244.55725 245.20993 244.17938],[194.71747 192.15689 201.46942 ... 193.16478 192.1992  190.04723],[0. 0. 0. ... 0. 0. 0.],2,1,5,102
"[ 0.34778523  0.18532054  0.03458976 ... -0.0366131   0.16440332
  0.15125749]",[274.4674  263.02878 245.95346 ... 235.12099 262.8588  262.03317],[290.6113  282.34796 258.17868 ... 248.72728 282.4953  278.19748],[267.2139  257.12192 231.08658 ... 223.99438 257.72205 254.45561],[0.         0.         0.         ... 0.         0.02322925 0.        ],2,1,5,103
"[ 0.24634865  0.0554142   0.05696486 ... -0.01274071  0.02786986
  0.11611794]",[290.45715 264.69525 275.1365  ... 241.15237 247.87936 258.78412],[290.45715 264.69525 275.1365  ... 241.15237 247.87936 258.78412],[245.37212 223.83592 228.94995 ... 200.68013 204.44203 216.69121],[0.         0.         0.         ... 0.         0.01507595 0.        ],2,1,5,104
[0.62537134 0.2144039  0.45040974 ... 0.21374267 0.07086219 0.16111724],[342.87387 307.7544  354.98337 ... 292.5239  269.11374 253.06169],[355.9017  315.9829  364.94873 ... 300.35043 274.12393 257.8889 ],[316.0939  275.39575 324.78067 ... 263.09644 234.7626  220.16438],[0. 0. 0. ... 0. 0. 0.],2,1,5,105
[0.0939554  0.01988016 0.10550628 ... 0.17551456 0.18010612 0.11014394],[236.54291 225.15283 236.81534 ... 245.20255 240.72523 223.93822],[261.05127 250.30199 267.1396  ... 269.64957 269.66098 246.98006],[216.61235 203.88202 220.86131 ... 225.94298 225.53387 201.17908],[0. 0. 0. ... 0. 0. 0.],2,1,5,106
[0.04463552 0.13327241 0.06350464 ... 0.01936669 0.05386478 0.04567379],[186.67584 215.86201 204.25658 ... 191.47696 198.11679 193.75668],[226.01366 255.59386 244.98294 ... 230.76451 235.90785 228.96928],[188.09964 217.94237 205.67972 ... 194.22585 198.30632 191.42265],[0. 0. 0. ... 0. 0. 0.],2,1,5,107
"[ 0.00109231  0.03833887 -0.01312498 ...  0.22565834  0.14391235
  0.39947185]",[233.30728 246.11974 244.52863 ... 266.06512 231.1915  258.60538],[251.80203 259.1066  257.54822 ... 279.30963 251.28427 281.82742],[213.73195 225.26857 219.7827  ... 245.16252 217.61998 248.95355],[0.         0.         0.02026811 ... 0.         0.03416741 0.        ],2,1,5,108
[0.26280755 0.10183975 0.40583885 ... 0.21880625 0.1615102  0.30173665],[279.5565  255.45517 313.69003 ... 264.68417 248.33064 274.3467 ],[308.88843 286.03305 354.06198 ... 302.3471  278.17355 304.1281 ],[258.8503  241.61586 301.14557 ... 252.994   231.93303 254.45758],[0. 0. 0. ... 0. 0. 0.],2,1,5,109
[0.03942912 0.09838684 0.25397435 ... 0.18759824 0.0861567  0.0741612 ],[257.69308 279.07254 314.10217 ... 271.3515  252.24846 240.44864],[261.5955  282.24023 317.02258 ... 277.20328 255.65913 244.10883],[233.46513 252.40572 286.95016 ... 249.27412 226.88695 217.05531],[0.         0.02804784 0.         ... 0.         0.         0.        ],2,1,5,110
[0.07379895 0.17859301 0.13466759 ... 0.04668592 0.15661152 0.11823909],[224.85092 243.42456 246.67609 ... 226.52382 224.60066 214.68369],[254.38828 275.77655 271.95605 ... 249.94505 249.66301 239.3956 ],[211.80708 232.91666 229.07144 ... 209.1686  207.49406 198.47705],[0.         0.         0.         ... 0.01656288 0.         0.        ],2,1,5,111
[0.15926854 0.04797655 0.39374474 ... 0.14143652 0.24060944 0.6804901 ],[266.0134  251.18404 320.39096 ... 271.02695 284.42142 337.70407],[292.14062 277.28516 354.19922 ... 294.5625  314.25    383.39453],[263.7491  248.3187  324.0951  ... 267.19553 286.98294 354.96243],[0.         0.02075204 0.         ... 0.         0.08973506 0.        ],2,1,5,112
[0.32833055 0.22315425 0.13350943 ... 0.         0.19513115 0.24177735],[301.3775  280.3253  297.96387 ... 258.00403 276.44577 271.6506 ],[301.3775  280.3253  297.96387 ... 258.00403 276.44577 271.6506 ],[243.45241 225.43471 237.01091 ... 196.98323 221.13362 215.2506 ],[0.         0.         0.         ... 0.04569546 0.         0.        ],2,1,5,113
[0.19901338 0.10865851 0.18282954 ... 0.13810593 0.05693277 0.16030547],[298.3852  269.46164 310.66068 ... 283.8957  251.2499  256.5673 ],[310.37112 284.28522 327.97937 ... 294.28522 269.11685 272.32645],[250.05255 233.82178 268.158   ... 240.27342 216.6833  223.49272],[0. 0. 0. ... 0. 0. 0.],2,1,5,114
[0.3467056  0.0838787  0.13953379 ... 0.09139115 0.         0.15403798],[273.3862  246.58997 263.78976 ... 250.43192 227.42609 249.75786],[275.5476  250.70634 266.03174 ... 253.96825 229.57143 252.13095],[244.44353 218.9259  234.98425 ... 223.71385 200.97217 221.77641],[0.         0.         0.         ... 0.         0.02177314 0.        ],2,1,5,115
[0.18694054 0.07848802 0.2565526  ... 0.20588319 0.25425065 0.31638974],[305.88837 290.79535 341.5442  ... 318.56744 324.6744  302.69766],[305.88837 290.79535 341.5442  ... 318.56744 324.6744  302.69766],[247.83629 238.00766 281.39597 ... 265.91727 273.82968 252.62581],[0.         0.         0.         ... 0.         0.03361243 0.        ],2,1,5,116
[0.28805828 0.05097684 0.3418846  ... 0.         0.15445046 0.16497295],[277.42102 256.27988 314.23566 ... 249.57373 262.30548 255.28723],[280.2638  259.23312 318.88342 ... 253.74846 270.8773  258.37424],[229.4554  211.2863  267.0445  ... 204.38852 225.14474 209.93521],[0.         0.         0.03840413 ... 0.03321163 0.         0.        ],2,1,5,117
[0.13814573 0.07744049 0.06876965 ... 0.10203318 0.02949118 0.16710666],[290.16345 291.05942 300.4579  ... 279.31403 260.7895  277.04385],[291.49185 291.66122 301.07492 ... 279.89902 261.72638 277.658  ],[220.81241 223.33209 226.40955 ... 214.73    196.66812 213.90515],[0. 0. 0. ... 0. 0. 0.],2,1,5,118
[0.17456917 0.14141436 0.10412078 ... 0.20751983 0.15379493 0.01528771],[267.4995  261.52585 265.41006 ... 274.18762 261.66943 228.94557],[270.41516 265.47577 268.70605 ... 278.84546 264.58182 232.8    ],[225.57913 221.91093 223.40594 ... 235.49278 221.22763 189.87079],[0. 0. 0. ... 0. 0. 0.],2,1,5,119
"[ 0.3582183   0.          0.19003293 ... -0.11455119  0.31136212
  0.26109228]",[302.72568 247.0354  287.0531  ... 216.0885  286.22125 256.40265],[302.72568 247.0354  287.0531  ... 216.0885  286.22125 256.40265],[259.8576  204.06244 243.59372 ... 175.7186  245.3073  215.62701],[0.         0.         0.         ... 0.05235392 0.         0.        ],2,1,5,120
[0.15674458 0.11662869 0.05956415 ... 0.01532385 0.06227731 0.03317654],[234.86102 230.36494 232.93042 ... 205.67317 214.45163 204.30107],[257.69412 258.3353  256.29117 ... 228.90883 237.8     227.93529],[221.90677 224.87646 220.62024 ... 195.9271  203.68083 193.50221],[0. 0. 0. ... 0. 0. 0.],2,1,5,121
[0.20858257 0.16551766 0.27193877 ... 0.41280177 0.16258235 0.12084916],[288.49564 286.68222 313.48688 ... 313.76385 257.55685 246.414  ],[288.49564 286.68222 313.48688 ... 313.76385 257.55685 246.414  ],[237.11801 235.01978 259.26193 ... 261.3592  208.34187 196.39767],[0. 0. 0. ... 0. 0. 0.],2,1,5,122
[0.2944911  0.09079735 0.14991459 ... 0.07397702 0.11817805 0.11175083],[316.9698  286.33234 302.82477 ... 276.3142  277.15408 254.10876],[316.9698  286.33234 302.82477 ... 276.3142  277.15408 254.10876],[257.73956 228.43587 240.22594 ... 218.09306 221.07793 198.24979],[0. 0. 0. ... 0. 0. 0.],2,1,5,123
[0.27841464 0.29841018 0.34739783 ... 0.11628511 0.09139916 0.22488427],[289.5935  282.02792 305.92188 ... 253.48558 238.70795 267.5583 ],[326.56793 332.34146 348.5122  ... 288.18814 281.91986 306.4007 ],[283.46817 289.8228  302.439   ... 247.00116 240.61206 265.51004],[0.         0.         0.         ... 0.         0.02368144 0.        ],2,1,5,124
[0.30150262 0.05455883 0.36188248 ... 0.11136976 0.37030023 0.27938035],[240.12553 224.85541 281.75604 ... 212.83684 237.55527 228.6942 ],[300.88235 269.14117 329.3     ... 253.37059 288.64117 260.77646],[255.37317 223.3745  284.60785 ... 214.91692 246.08278 218.06828],[0.         0.         0.         ... 0.04848577 0.         0.        ],2,1,5,125
"[ 0.17588152  0.10330874  0.26461315 ...  0.12489638 -0.01457573
  0.22997314]",[244.08139 243.11649 273.34494 ... 233.35957 204.91478 234.16032],[260.91418 257.47855 290.37955 ... 250.0165  217.13861 245.75247],[217.6036  215.08693 247.55206 ... 208.97774 174.63766 204.60054],[0.         0.         0.         ... 0.         0.03218515 0.        ],2,1,5,126
